Entity ID,Entity Name
1551,Louis Calhern
1552,William Holden
1553,Jeff Chandler
1554,Sam Jaffe
1555,George Sanders
1556,Erich von Stroheim
1557,Judy Holliday
1558,Eleanor Parker
1559,Hope Emerson
1560,Josephine Hull
1561,Nancy Olson
1562,Thelma Ritter
1563,All about Eve
1564,The Red Danube
1565,Sunset Blvd.
1566,Annie Get Your Gun
1567,Destination Moon
1568,Samson and Delilah
1569,The Asphalt Jungle
1570,The Furies
1571,The Third Man
1572,Broken Arrow
1573,The Flame and the Arrow
1574,King Solomon's Mines
1575,Born Yesterday
1576,The Magnificent Yankee
1577,The Black Rose
1578,That Forsyte Woman
1579,The Titan: Story of Michelangelo
1580,With These Hands
1581,The Fight: Science against Cancer
1582,The Stairs
1583,Why Korea?
1584,No Sad Songs for Me
1585,Cinderella
1586,I'll Get By
1587,Three Little Words
1588,The West Point Story
1589,The Toast of New Orleans
1590,"Captain Carey, U.S.A."
1591,Singing Guns
1592,Wabash Avenue
1593,Father of the Bride
1594,Gerald McBoing-Boing
1595,Jerry's Cousin
1596,Trouble Indemnity
1597,Blaze Busters
1598,Grandad of Races
1599,Wrong Way Butch
1600,Grandma Moses
1601,In Beaver Valley
1602,My Country 'Tis of Thee
1603,Louisa
1604,Our Very Own
1605,Trio
1606,Bitter Rice
1607,The Gunfighter
1608,Mystery Street
1609,Panic in the Streets
1610,When Willie Comes Marching Home
1611,Adam's Rib
1612,Caged
1613,The Men
1614,No Way Out
1615,To The Walls of Malapaga - voted by the Board of Governors as the most outstanding foreign language film released in the United States in 1950.
1616,To George Murphy for his services in interpreting the film industry to the country at large.
1617,To Louis B. Mayer for distinguished service to the motion picture industry.
1618,To JAMES B. GORDON and the 20TH CENTURY-FOX STUDIO CAMERA DEPARTMENT for the design and development of a multiple image film viewer.
1619,"To JOHN PAUL LIVADARY, FLOYD CAMPBELL, L. W. RUSSELL and the COLUMBIA STUDIO SOUND DEPARTMENT for the development of a multi-track magnetic re-recording system."
1620,To LOREN L. RYDER and the PARAMOUNT STUDIO SOUND DEPARTMENT for the first studio-wide application of magnetic sound recording to motion picture production.
1621,Marlon Brando
1622,Leo Genn
1623,Kevin McCarthy
1624,Karl Malden
1625,Peter Ustinov
1626,Gig Young
1627,Shelley Winters
1628,Joan Blondell
1629,Mildred Dunnock
1630,Lee Grant
1631,Kim Hunter
1632,Fourteen Hours
1633,House on Telegraph Hill
1634,La Ronde
1635,A Streetcar Named Desire
1636,Too Young to Kiss
1637,An American in Paris
1638,David and Bathsheba
1639,On the Riviera
1640,Quo Vadis
1641,Tales of Hoffmann
1642,Death of a Salesman
1643,The Frogmen
1644,A Place in the Sun
1645,Strangers on a Train
1646,Show Boat
1647,When Worlds Collide
1648,Kind Lady
1649,The Model and the Marriage Broker
1650,The Mudlark
1651,The Great Caruso
1652,The African Queen
1653,Detective Story
1654,I Was a Communist for the F.B.I.
1655,Kon-Tiki
1656,Benjy
1657,One Who Came Back
1658,The Seeing Eye
1659,Decision before Dawn
1660,The Well
1661,Alice in Wonderland
1662,Here Comes the Groom
1663,The Strip
1664,Golden Girl
1665,Royal Wedding
1666,"Rich, Young and Pretty"
1667,"Lambert, the Sheepish Lion"
1668,Rooty Toot Toot
1669,The Two Mouseketeers
1670,Ridin' the Rails
1671,The Story of Time
1672,World of Kids
1673,Balzac
1674,Danger under the Sea
1675,Nature's Half Acre
1676,Bright Victory
1677,I Want You
1678,Two Tickets to Broadway
1679,Bullfighter and the Lady
1680,Seven Days to Noon
1681,Teresa
1682,The Big Carnival
1683,Go for Broke!
1684,To Rashomon - voted by the Board of Governors as the most outstanding foreign language film released in the United States during 1951.
1685,"To Gene Kelly in appreciation of his versatility as an actor, singer, director and dancer, and specifically for his brilliant achievements in the art of choreography on film."
1686,Arthur Freed
1687,"To GORDON JENNINGS, S. L. STANCLIFFE and the PARAMOUNT STUDIO SPECIAL PHOTOGRAPHIC and ENGINEERING DEPARTMENTS for the design, construction and application of a servo-operated recording and repeating device."
1688,"To OLIN L. DUPY of Metro-Goldwyn-Mayer Studio for the design, construction and application of a motion picture reproducing system."
1689,"To RADIO CORPORATION OF AMERICA, VICTOR DIVISION, for pioneering direct positive recording with anticipatory noise reduction."
1690,"To RICHARD M. HAFF, FRANK P. HERRNFELD, GARLAND C. MISENER and the ANSCO FILM DIVISION OF GENERAL ANILINE AND FILM CORPORATION for the development of the Ansco color scene tester."
1691,"To FRED PONEDEL, RALPH AYRES and GEORGE BROWN of Warner Bros. Studio for an air-driven water motor to provide flow, wake and white water for marine sequences in motion pictures."
1692,To GLEN ROBINSON and the METRO-GOLDWYN-MAYER STUDIO CONSTRUCTION DEPARTMENT for the development of a new music wire and cable cutter.
1693,To JACK GAYLORD and the METRO-GOLDWYN-MAYER STUDIO CONSTRUCTION DEPARTMENT for the development of balsa falling snow.
1694,To CARLOS RIVAS of Metro-Goldwyn-Mayer Studio for the development of an automatic magnetic film splicer.
1695,Alec Guinness
1696,Richard Burton
1697,Arthur Hunnicutt
1698,Jack Palance
1699,Anthony Quinn
1700,Shirley Booth
1701,Julie Harris
1702,Jean Hagen
1703,Colette Marchand
1704,Terry Moore
1705,The Bad and the Beautiful
1706,Carrie
1707,My Cousin Rachel
1708,Rashomon
1709,Viva Zapata!
1710,Hans Christian Andersen
1711,Moulin Rouge
1712,The Quiet Man
1713,The Snows of Kilimanjaro
1714,The Big Sky
1715,Navajo
1716,Sudden Fear
1717,Ivanhoe
1718,Million Dollar Mermaid
1719,Affair in Trinidad
1720,The Greatest Show on Earth
1721,With a Song in My Heart
1722,Five Fingers
1723,High Noon
1724,The Hoaxters
1725,The Sea around Us
1726,Devil Take Us
1727,The Garden Spider (Epeira Diadema)
1728,Man Alive!
1729,Neighbours
1730,"Come Back, Little Sheba"
1731,Flat Top
1732,Miracle of Fatima
1733,The Thief
1734,The Jazz Singer
1735,The Medium
1736,Singin' in the Rain
1737,Son of Paleface
1738,Because You're Mine
1739,Just for You
1740,Johann Mouse
1741,Little Johnny Jet
1742,Madeline
1743,Pink and Blue Blues
1744,Romance of Transportation
1745,Athletes of the Saddle
1746,Desert Killer
1747,Light in the Window: The Art of Vermeer
1748,Royal Scotland
1749,Bridge of Time
1750,Thar She Blows!
1751,Water Birds
1752,Breaking the Sound Barrier
1753,The Promoter
1754,Plymouth Adventure
1755,My Son John
1756,The Narrow Margin
1757,The Pride of St. Louis
1758,The Sniper
1759,The Man in the White Suit
1760,The Atomic City
1761,The Lavender Hill Mob
1762,Pat and Mike
1763,Forbidden Games - Best Foreign Language Film first released in the United States during 1952.
1764,To George Alfred Mitchell for the design and development of the camera which bears his name and for his continued and dominant presence in the field of cinematography.
1765,To Joseph M. Schenck for long and distinguished service to the motion picture industry.
1766,To Merian C. Cooper for his many innovations and contributions to the art of motion pictures.
1767,"To Harold Lloyd, master comedian and good citizen."
1768,"To Bob Hope for his contribution to the laughter of the world, his service to the motion picture industry, and his devotion to the American premise."
1769,Cecil B. DeMille
1770,To EASTMAN KODAK COMPANY for the introduction of Eastman color negative and Eastman color print film.
1771,To ANSCO FILM DIVISION OF GENERAL ANILINE AND FILM CORPORATION for the introduction of Ansco color negative and Ansco color print film.
1772,To TECHNICOLOR MOTION PICTURE CORPORATION for an improved method of color motion picture photography under incandescent light.
1773,"To the PROJECTION, STILL PHOTOGRAPHIC and DEVELOPMENT ENGINEERING DEPARTMENTS of METRO-GOLDWYN-MAYER STUDIO for an improved method of projecting photographic backgrounds."
1774,To JOHN G. FRAYNE and R. R. SCOVILLE and WESTREX CORPORATION for a method of measuring distortion in sound reproduction.
1775,To PHOTO RESEARCH CORPORATION for creating the Spectra color temperature meter.
1776,To GUSTAV JIROUCH for the design of the Robot automatic film splicer.
1777,To CARLOS RIVAS of Metro-Goldwyn-Mayer Studio for the development of a sound reproducer for magnetic film.
1778,Burt Lancaster
1779,Eddie Albert
1780,Brandon De Wilde
1781,Frank Sinatra
1782,Robert Strauss
1783,Leslie Caron
1784,Ava Gardner
1785,Audrey Hepburn
1786,Maggie McNamara
1787,Grace Kelly
1788,Geraldine Page
1789,Donna Reed
1790,Julius Caesar
1791,Martin Luther
1792,The President's Lady
1793,Roman Holiday
1794,Titanic
1795,Knights of the Round Table
1796,Lili
1797,The Robe
1798,The Story of Three Loves
1799,Young Bess
1800,The Four Poster
1801,From Here to Eternity
1802,All the Brothers Were Valiant
1803,Beneath the 12-Mile Reef
1804,Shane
1805,The Actress
1806,Dream Wife
1807,The Band Wagon
1808,Call Me Madam
1809,How to Marry a Millionaire
1810,Stalag 17
1811,The Conquest of Everest
1812,The Living Desert
1813,A Queen Is Crowned
1814,The Alaskan Eskimo
1815,The Living City
1816,Operation Blue Jay
1817,They Planted a Stone
1818,The Word
1819,Crazylegs
1820,The Moon Is Blue
1821,The War of the Worlds
1822,Above and Beyond
1823,This Is Cinerama
1824,Calamity Jane
1825,"The 5,000 Fingers of Dr. T"
1826,Kiss Me Kate
1827,Small Town Girl
1828,Miss Sadie Thompson
1829,The Caddy
1830,Christopher Crumpet
1831,From A to Z-Z-Z-Z
1832,Rugged Bear
1833,The Tell Tale Heart
1834,"Toot, Whistle, Plunk and Boom"
1835,Christ among the Primitives
1836,Herring Hunt
1837,Joy of Living
1838,The Merry Wives of Windsor Overture
1839,Wee Water Wonders
1840,Bear Country
1841,Ben and Me
1842,Return to Glennascaul
1843,Vesuvius Express
1844,Winter Paradise
1845,The Mississippi Gambler
1846,The Captain's Paradise
1847,Hondo
1848,Little Fugitive
1849,The Cruel Sea
1850,The Desert Rats
1851,The Naked Spur
1852,Take the High Ground
1853,"To Pete Smith for his witty and pungent observations on the American scene in his series of ""Pete Smith Specialties."""
1854,"To 20th Century-Fox Film Corporation in recognition of their imagination, showmanship and foresight in introducing the revolutionary process known as CinemaScope."
1855,"To Joseph I. Breen for his conscientious, open-minded and dignified management of the Motion Picture Production Code."
1856,To Bell and Howell Company for their pioneering and basic achievements in the advancement of the motion picture industry.
1857,George Stevens
1858,"To PROFESSOR HENRI CHRETIEN and EARL SPONABLE, SOL HALPRIN, LORIN GRIGNON, HERBERT BRAGG and CARL FAULKNER of 20th Century-Fox Studios for creating, developing and engineering the equipment, processes and techniques known as CinemaScope."
1859,To FRED WALLER for designing and developing the multiple photographic and projection systems which culminated in Cinerama.
1860,To REEVES SOUNDCRAFT CORPORATION for their development of a process of applying stripes of magnetic oxide to motion picture film for sound recording and reproduction.
1861,To WESTREX CORPORATION for the design and construction of a new film editing machine.
1862,James Mason
1863,Dan O'Herlihy
1864,Lee J. Cobb
1865,Edmond O'Brien
1866,Rod Steiger
1867,Tom Tully
1868,Dorothy Dandridge
1869,Judy Garland
1870,Nina Foch
1871,Katy Jurado
1872,Eva Marie Saint
1873,Jan Sterling
1874,The Country Girl
1875,Executive Suite
1876,Le Plaisir
1877,On the Waterfront
1878,Sabrina
1879,Brigadoon
1880,Desiree
1881,Red Garters
1882,"20,000 Leagues under the Sea"
1883,Rogue Cop
1884,The Egyptian
1885,Rear Window
1886,Seven Brides for Seven Brothers
1887,The Silver Chalice
1888,Three Coins in the Fountain
1889,The Earrings of Madame de...
1890,Indiscretion of an American Wife
1891,It Should Happen to You
1892,Gate of Hell
1893,There's No Business Like Show Business
1894,The High and the Mighty
1895,The Stratford Adventure
1896,The Vanishing Prairie
1897,Jet Carrier
1898,Rembrandt: A Self-Portrait
1899,Thursday's Children
1900,The Caine Mutiny
1901,Genevieve
1902,Carmen Jones
1903,The Glenn Miller Story
1904,White Christmas
1905,Susan Slept Here
1906,Crazy Mixed Up Pup
1907,Pigs Is Pigs
1908,Sandy Claws
1909,"Touché, Pussy Cat"
1910,When Magoo Flew
1911,The First Piano Quartette
1912,The Strauss Fantasy
1913,This Mechanical Age
1914,Beauty and the Bull
1915,Siam
1916,A Time Out of War
1917,Hell and High Water
1918,Them!
1919,"Bread, Love and Dreams"
1920,Broken Lance
1921,Forbidden Games
1922,Night People
1923,The Barefoot Contessa
1924,Knock on Wood
1925,To Gate of Hell - Best Foreign Language Film first released in the United States during 1954.
1926,To Bausch & Lomb Optical Company for their contributions to the advancement of the motion picture industry.
1927,To Kemp R. Niver for the development of the Renovare Process which has made possible the restoration of the Library of Congress Paper Film Collection.
1928,To Greta Garbo for her unforgettable screen performances.
1929,"To Danny Kaye for his unique talents, his service to the Academy, the motion picture industry, and the American people."
1930,To Jon Whiteley for his outstanding juvenile performance in The Little Kidnappers .
1931,To Vincent Winter for his outstanding juvenile performance in The Little Kidnappers .
1932,"To PARAMOUNT PICTURES, INC., LOREN L. RYDER, JOHN R. BISHOP and all the members of the technical and engineering staff for developing a method of producing and exhibiting motion pictures known as VistaVision."
1933,To DAVID S. HORSLEY and the UNIVERSAL-INTERNATIONAL STUDIO SPECIAL PHOTOGRAPHIC DEPARTMENT for a portable remote control device for process projectors.
1934,To KARL FREUND and FRANK CRANDELL of Photo Research Corporation for the design and development of a direct reading brightness meter.
1935,"To WESLEY C. MILLER, J.W. STAFFORD, K.M. FRIERSON and the METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT for an electronic sound printing comparison device."
1936,"To JOHN P. LIVADARY, LLOYD RUSSELL and the COLUMBIA STUDIO SOUND DEPARTMENT for an improved limiting amplifier as applied to sound level comparison devices."
1937,To ROLAND MILLER and MAX GOEPPINGER of Magnascope Corporation for the design and development of a cathode ray magnetic sound track viewer.
1938,"To CARLOS RIVAS, G.M. SPRAGUE and the METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT for the design of a magnetic sound editing machine."
1939,To FRED WILSON of the Samuel Goldwyn Studio Sound Department for the design of a variable multiple-band equalizer.
1940,To P.C. YOUNG of the Metro-Goldwyn-Mayer Studio Projection Department for the practical application of a variable focal length attachment to motion picture projector lenses.
1941,"To FRED KNOTH and ORIEN ERNEST of the Universal-International Studio Technical Department for the development of a hand portable, electric, dry oil-fog machine."
1942,Ernest Borgnine
1943,James Dean
1944,Jack Lemmon
1945,Joe Mantell
1946,Sal Mineo
1947,Arthur O'Connell
1948,Anna Magnani
1949,Betsy Blair
1950,Peggy Lee
1951,Marisa Pavan
1952,Jo Van Fleet
1953,Natalie Wood
1954,Blackboard Jungle
1955,I'll Cry Tomorrow
1956,The Man with the Golden Arm
1957,Marty
1958,The Rose Tattoo
1959,Daddy Long Legs
1960,Guys and Dolls
1961,Love Is a Many-Splendored Thing
1962,Picnic
1963,To Catch a Thief
1964,Queen Bee
1965,A Man Called Peter
1966,Oklahoma!
1967,The Pickwick Papers
1968,Ugetsu
1969,Interrupted Melody
1970,The Virgin Queen
1971,Bad Day at Black Rock
1972,East of Eden
1973,Summertime
1974,Heartbreak Ridge
1975,Helen Keller in Her Story
1976,The Battle of Gettysburg
1977,The Face of Lincoln
1978,Men against the Arctic
1979,The Bridges at Toko-Ri
1980,Battle Cry
1981,It's Always Fair Weather
1982,Love Me or Leave Me
1983,The Tender Trap
1984,Unchained
1985,Mister Roberts
1986,Good Will to Men
1987,The Legend of Rock-a-bye Point
1988,No Hunting
1989,Speedy Gonzales
1990,Gadgets Galore
1991,Survival City
1992,3rd Ave. El
1993,Three Kisses
1994,On the Twelfth Day...
1995,Switzerland
1996,24-Hour Alert
1997,Not as a Stranger
1998,The Dam Busters
1999,The Rains of Ranchipur
2000,The Private War of Major Benson
2001,Rebel without a Cause
2002,The Sheep Has Five Legs
2003,Strategic Air Command
2004,The Court-Martial of Billy Mitchell
2005,Mr. Hulot's Holiday
2006,The Seven Little Foys
2007,"To Samurai, The Legend of Musashi - Best Foreign Language Film first released in the United States during 1955."
2008,To the NATIONAL CARBON CO. for the development and production of a high efficiency yellow flame carbon for motion picture color photography.
2009,To the EASTMAN KODAK CO. for Eastman Tri-X Panchromatic Negative Film.
2010,"To FARCIOT EDOUART, HAL CORL and the PARAMOUNT STUDIO TRANSPARENCY DEPARTMENT for the engineering and development of a double-frame, triple-head background projector."
2011,To 20TH CENTURY-FOX STUDIO and the BAUSCH & LOMB CO. for the new combination lenses for CinemaScope Photography.
2012,"To WALTER JOLLEY, MAURICE LARSON and R.H. SPIES of 20th Century-Fox Studio for a spraying process which creates simulated metallic surfaces."
2013,To STEVE KRILANOVICH for an improved camera dolly incorporating multi-directional steering.
2014,To DAVE ANDERSON of 20th Century-Fox Studio for an improved spotlight capable of maintaining a fixed circle of light at constant intensity over varied distances.
2015,"To LOREN L. RYDER, CHARLES WEST, HENRY FRACKER and the PARAMOUNT STUDIOS for a projection film index to establish proper framing for various aspect ratios."
2016,"To FARCIOT EDOUART, HAL CORL and the PARAMOUNT STUDIO TRANSPARENCY DEPARTMENT for an improved dual stereopticon background projector."
2017,Yul Brynner
2018,Rock Hudson
2019,Sir Laurence Olivier
2020,Don Murray
2021,Anthony Perkins
2022,Robert Stack
2023,Carroll Baker
2024,Nancy Kelly
2025,Eileen Heckart
2026,Patty McCormack
2027,Dorothy Malone
2028,The Magnificent Seven
2029,The Proud and Profane
2030,The Solid Gold Cadillac
2031,Somebody Up There Likes Me
2032,Teenage Rebel
2033,Around the World in 80 Days
2034,Giant
2035,The King and I
2036,Lust for Life
2037,The Ten Commandments
2038,Baby Doll
2039,The Bad Seed
2040,The Harder They Fall
2041,Stagecoach to Fury
2042,The Eddy Duchin Story
2043,War and Peace
2044,The Power and the Prize
2045,Friendly Persuasion
2046,The Naked Eye
2047,The Silent World
2048,Where Mountains Float
2049,A City Decides
2050,The Dark Wave
2051,The House without a Name
2052,Man in Space
2053,The True Story of the Civil War
2054,The Brave One
2055,The Captain of Kopenick
2056,Gervaise
2057,Harp of Burma
2058,La Strada
2059,Qivitoq
2060,Anastasia
2061,Between Heaven and Hell
2062,The Rainmaker
2063,The Best Things in Life Are Free
2064,High Society
2065,Meet Me in Las Vegas
2066,Julie
2067,The Man Who Knew Too Much
2068,Written on the Wind
2069,Gerald McBoing-Boing on Planet Moo
2070,The Jaywalker
2071,Mister Magoo's Puddle Jumper
2072,Crashing the Water Barrier
2073,I Never Forget a Face
2074,Time Stood Still
2075,The Bespoke Overcoat
2076,Cow Dog
2077,Samoa
2078,Forbidden Planet
2079,The Proud and the Beautiful
2080,Umberto D.
2081,The Bold and the Brave
2082,The Ladykillers
2083,The Red Balloon
2084,Y. Frank Freeman
2085,To Eddie Cantor for distinguished service to the film industry.
2086,Buddy Adler
2087,"To RICHARD H. RANGER of Rangertone, Inc., for the development of a synchronous recording and reproducing system for quarter-inch magnetic tape."
2088,"To TED HIRSCH, CARL HAUGE and EDWARD REICHARD of Consolidated Film Industries for an automatic scene counter for laboratory projection rooms."
2089,To the TECHNICAL DEPARTMENTS OF PARAMOUNT PICTURES CORP. for the engineering and development of the Paramount light-weight horizontal-movement VistaVision camera.
2090,"To ROY C. STEWART AND SONS of Stewart-Trans Lux Corp., DR. C.R. DAILY and the TRANSPARENCY DEPARTMENT OF PARAMOUNT PICTURES CORP. for the engineering and development of the HiTrans and Para-HiTrans rear projection screens."
2091,To the CONSTRUCTION DEPARTMENT OF METRO-GOLDWYN-MAYER STUDIO for a new hand-portable fog machine.
2092,"To DANIEL J. BLOOMBERG, JOHN POND, WILLIAM WADE and the ENGINEERING AND CAMERA DEPARTMENTS OF REPUBLIC STUDIO for the Naturama adaptation to the Mitchell camera."
2093,Anthony Franciosa
2094,Red Buttons
2095,Vittorio De Sica
2096,Sessue Hayakawa
2097,Russ Tamblyn
2098,Elizabeth Taylor
2099,Lana Turner
2100,Joanne Woodward
2101,Carolyn Jones
2102,Hope Lange
2103,Miyoshi Umeki
2104,Diane Varsi
2105,Funny Face
2106,Les Girls
2107,Pal Joey
2108,Raintree County
2109,Sayonara
2110,An Affair to Remember
2111,The Bridge on the River Kwai
2112,Peyton Place
2113,12 Angry Men
2114,Witness for the Prosecution
2115,Albert Schweitzer
2116,On the Bowery
2117,Torero!
2118,Gunfight at the O.K. Corral
2119,The Devil Came at Night
2120,Gates of Paris
2121,Mother India
2122,The Nights of Cabiria
2123,Nine Lives
2124,Boy on a Dolphin
2125,Perri
2126,The Joker Is Wild
2127,April Love
2128,Tammy and the Bachelor
2129,Wild Is the Wind
2130,Birds Anonymous
2131,One Droopy Knight
2132,Tabasco Road
2133,Trees and Jamaica Daddy
2134,The Truth about Mother Goose
2135,A Chairy Tale
2136,City of Gold
2137,Foothold on Antarctica
2138,Portugal
2139,The Wetback Hound
2140,The Enemy Below
2141,The Spirit of St. Louis
2142,"Heaven Knows, Mr. Allison"
2143,Designing Woman
2144,Man of a Thousand Faces
2145,The Tin Star
2146,Vitelloni
2147,To Charles Brackett for outstanding service to the Academy.
2148,To B.B. Kahane for distinguished service to the motion picture industry.
2149,"To Gilbert M. (""Broncho Billy"") Anderson, motion picture pioneer, for his contributions to the development of motion pictures as entertainment."
2150,To The Society of Motion Picture and Television Engineers for their contributions to the advancement of the motion picture industry.
2151,To the TODD-AO CORP. and WESTREX CORP. for developing a method of producing and exhibiting wide-film motion pictures known as the Todd-AO System.
2152,To THE MOTION PICTURE RESEARCH COUNCIL for the design and development of a high efficiency projection screen for drive-in theatres.
2153,To the SOCIÉTÉ D'OPTIQUE ET DE MECANIQUE DE HAUTE PRECISION for the development of a high speed vari-focal photographic lens.
2154,"To HARLAN L. BAUMBACH, LORAND WARGO, HOWARD M. LITTLE and the UNICORN ENGINEERING CORP. for the development of an Automatic Printer Light Selector."
2155,"To CHARLES E. SUTTER, WILLIAM B. SMITH, PARAMOUNT PICTURES CORP. and GENERAL CABLE CORP. for the engineering and application to studio use of aluminum lightweight electrical cable and connectors."
2156,Tony Curtis
2157,Paul Newman
2158,David Niven
2159,Sidney Poitier
2160,Theodore Bikel
2161,Burl Ives
2162,Shirley MacLaine
2163,Peggy Cass
2164,Martha Hyer
2165,Maureen Stapleton
2166,Cara Williams
2167,Auntie Mame
2168,"Bell, Book and Candle"
2169,A Certain Smile
2170,Gigi
2171,Vertigo
2172,The Defiant Ones
2173,Desire under the Elms
2174,I Want to Live!
2175,Separate Tables
2176,The Young Lions
2177,Cat on a Hot Tin Roof
2178,The Old Man and the Sea
2179,South Pacific
2180,Some Came Running
2181,The Inn of the Sixth Happiness
2182,Antarctic Crossing
2183,The Hidden World
2184,Psychiatric Nursing
2185,White Wilderness
2186,Ama Girls
2187,Employees Only
2188,Journey into Spring
2189,The Living Stone
2190,Overture
2191,Cowboy
2192,Arms and the Man
2193,La Venganza
2194,My Uncle
2195,The Road a Year Long
2196,The Usual Unidentified Thieves
2197,The Big Country
2198,The Bolshoi Ballet
2199,Damn Yankees
2200,Houseboat
2201,Marjorie Morningstar
2202,Knighty Knight Bugs
2203,Paul Bunyan
2204,Sidney's Family Tree
2205,Grand Canyon
2206,The Kiss
2207,Snows of Aorangi
2208,T Is for Tumbleweed
2209,A Time to Love and a Time to Die
2210,tom thumb
2211,Torpedo Run
2212,The Horse's Mouth
2213,The Goddess
2214,The Sheepman
2215,Teacher's Pet
2216,To Maurice Chevalier for his contributions to the world of entertainment for more than half a century.
2217,Jack L. Warner
2218,"To DON W. PRIDEAUX, LEROY G. LEIGHTON and the LAMP DIVISION OF GENERAL ELECTRIC CO. for the development and production of an improved 10 kilowatt lamp for motion picture set lighting."
2219,"To PANAVISION, INC., for the design and development of the Auto Panatar anamorphic photographic lens for 35mm CinemaScope photography."
2220,"To WILLY BORBERG of the General Precision Laboratory, Inc., for the development of a high speed intermittent movement for 35mm motion picture theatre projection equipment."
2221,"To FRED PONEDEL, GEORGE BROWN and CONRAD BOYE of the Warner Bros. Special Effects Department for the design and fabrication of a new rapid fire marble gun."
2222,Laurence Harvey
2223,Charlton Heston
2224,Hugh Griffith
2225,George C. Scott
2226,Robert Vaughn
2227,Ed Wynn
2228,Doris Day
2229,Simone Signoret
2230,Hermione Baddeley
2231,Susan Kohner
2232,Juanita Moore
2233,Career
2234,The Diary of Anne Frank
2235,The Last Angry Man
2236,Some Like It Hot
2237,"Suddenly, Last Summer"
2238,Ben-Hur
2239,The Big Fisherman
2240,Journey to the Center of the Earth
2241,North by Northwest
2242,Pillow Talk
2243,Anatomy of a Murder
2244,The Young Philadelphians
2245,The Five Pennies
2246,The Nun's Story
2247,Porgy and Bess
2248,The Gazebo
2249,The Best of Everything
2250,Room at the Top
2251,The Race for Space
2252,Serengeti Shall Not Die
2253,Donald in Mathmagic Land
2254,From Generation to Generation
2255,Glass
2256,On the Beach
2257,Black Orpheus
2258,The Bridge
2259,The Great War
2260,Paw
2261,The Village on the River
2262,Li'l Abner
2263,Say One for Me
2264,Sleeping Beauty
2265,The Hanging Tree
2266,A Hole in the Head
2267,The Young Land
2268,Mexicali Shmoes
2269,Moonbird
2270,Noah's Ark
2271,The Violinist
2272,Between the Tides
2273,The Golden Fish
2274,Mysteries of the Deep
2275,"The Running, Jumping and Standing-Still Film"
2276,Skyscraper
2277,Libel!
2278,The 400 Blows
2279,Operation Petticoat
2280,Wild Strawberries
2281,Bob Hope
2282,To Lee De Forest for his pioneering inventions which brought sound to the motion picture.
2283,To Buster Keaton for his unique talents which brought immortal comedies to the screen.
2284,"To DOUGLAS G. SHEARER of Metro-Goldwyn-Mayer, Inc., and ROBERT E. GOTTSCHALK and JOHN R. MOORE of Panavision, Inc., for the development of a system of producing and exhibiting wide-film motion pictures known as Camera 65."
2285,"To WADSWORTH E. POHL, WILLIAM EVANS, WERNER HOPF, S.E. HOWSE, THOMAS P. DIXON, STANFORD RESEARCH INSTITUTE and TECHNICOLOR CORP., for the design and development of the Technicolor Electronic Printing Timer."
2286,"To WADSWORTH E. POHL, JACK ALFORD, HENRY IMUS, JOSEPH SCHMIT, PAUL FASSNACHT, AL LOFQUIST and TECHNICOLOR CORP., for the development and practical application of equipment for wet printing."
2287,"To DR. HOWARD S. COLEMAN, DR. A. FRANCIS TURNER, HAROLD H. SCHROEDER, JAMES R. BENFORD and HAROLD E. ROSENBERGER of the Bausch & Lomb Optical Co. for the design and development of the Balcold Projection Mirror."
2288,"To ROBERT P. GUTTERMAN of General Kinetics, Inc., and LIPSNER-SMITH CORP. for the design and development of the CF-2 Ultra-sonic Film Cleaner."
2289,To UB IWERKS of Walt Disney Prods. for the design of an improved optical printer for special effects and matte shots.
2290,"To E.L. STONES, GLEN ROBINSON, WINFIELD HUBBARD and LUTHER NEWMAN of the Metro-Goldwyn-Mayer Studio Construction Department for the design of a multiple cable remote controlled winch."
2291,Trevor Howard
2292,Peter Falk
2293,Jack Kruschen
2294,Chill Wills
2295,Melina Mercouri
2296,Glynis Johns
2297,Shirley Jones
2298,Shirley Knight
2299,Janet Leigh
2300,Mary Ure
2301,The Apartment
2302,The Facts of Life
2303,Psycho
2304,Sons and Lovers
2305,Visit to a Small Planet
2306,It Started in Naples
2307,Pepe
2308,Spartacus
2309,Sunrise at Campobello
2310,Inherit the Wind
2311,The Alamo
2312,Butterfield 8
2313,Exodus
2314,Never on Sunday
2315,The Rise and Fall of Legs Diamond
2316,Seven Thieves
2317,The Virgin Spring
2318,Can-Can
2319,Midnight Lace
2320,The Sundowners
2321,The Horse with the Flying Tail
2322,Rebel in Paradise
2323,Beyond Silence
2324,A City Called Copenhagen
2325,George Grosz' Interregnum
2326,Giuseppina
2327,Universe
2328,Kapo
2329,La Vérité
2330,Macario
2331,The Ninth Circle
2332,Elmer Gantry
2333,Bells Are Ringing
2334,Let's Make Love
2335,Song without End (The Story of Franz Liszt)
2336,High Time
2337,Goliath II
2338,High Note
2339,Mouse and Garden
2340,Munro
2341,The Creation of Woman
2342,Day of the Painter
2343,Islands of the Sea
2344,A Sport Is Born
2345,The Last Voyage
2346,The Time Machine
2347,Tunes of Glory
2348,The Angry Silence
2349,"Hiroshima, Mon Amour"
2350,Sol Lesser
2351,"To Gary Cooper for his many memorable screen performances and the international recognition he, as an individual, has gained for the motion picture industry."
